NUMERO> ;NOME>                    ;SNS>       ;ABO;Rh>;SEXO>;DATA NASC.> ;RUA>                    ;CÓD. POSTAL>;LOCALIDADE>     ;PAÍS>        ;E-MAIL>                                   ;TEL.>     ;TELM.>    
949083;Isaac Dillon;288063938;B;+;F;02-11-1992;514-9814 Euismod Ave;4977-814;Barcelos;Portugal;Duis@Etiam.co.uk;289294187;965894874
501167;Claudia Delacruz;531640958;AB;+;M;09-09-1976;3692 Proin Ave;4194-824;Coimbra;Portugal;Aliquam@Seddiamlorem.ca;224558186;944149379
787056;Yasir Calhoun;728807274;A;-;M;27-02-1968;Ap #709-6710 Pellentesque Rd.;4179-622;Barcelos;Portugal;Nunc.mauris.elit@Donecelementum.com;255635889;945781854
789013;Germaine Valenzuela;604749837;O;+;F;23-09-1990;P.O. Box 364, 3130 Fusce Street;4812-211;Coimbra;Portugal;Proin@et.org;238742483;966489627
727718;Burke Rasmussen;536886282;O;+;F;14-11-1979;570-4698 Eu Road;4374-669;Barcelos;Portugal;Phasellus.dapibus.quam@euismodenim.edu;285975495;999821926
311675;Valentine Reid;853543185;A;-;M;25-05-1983;Ap #287-7081 Et Road;4122-936;Coimbra;Portugal;erat@nislQuisquefringilla.org;244178799;943381856
247885;Cynthia Atkinson;682928405;B;-;F;14-02-1977;984-423 Penatibus St.;4453-269;Braga;Portugal;Nullam.vitae@Duisvolutpat.org;272159585;974129561
488589;Isabelle Potts;361528929;AB;+;M;20-01-1987;9233 Pellentesque St.;4849-991;Barcelos;Portugal;in.dolor@ipsumnuncid.com;235948228;976979566
390679;Omar Kaufman;447097108;B;-;F;23-02-1993;P.O. Box 780, 1375 Sociis St.;4832-412;Coimbra;Portugal;Cras@lacus.com;295792676;922852227
197632;Hillary Aguilar;367059134;A;+;F;13-06-1982;Ap #376-1325 Sed Av.;4964-233;Coimbra;Portugal;mollis.dui.in@etultrices.ca;236144558;994944328
183703;Cody Rush;208437663;O;-;F;21-08-1963;Ap #941-789 Dictum Av.;4673-919;Braga;Portugal;at.arcu@dapibus.org;226964343;939578769
859660;Wendy Macdonald;282923514;O;-;F;19-03-1988;Ap #497-6265 Nisl Rd.;4264-314;Porto;Portugal;eget.tincidunt@scelerisqueneque.org;293599917;997257927
518631;Micah Rogers;978051672;B;-;M;24-09-1975;P.O. Box 426, 3709 Enim. Ave;4776-663;Porto;Portugal;at.risus.Nunc@magnisdis.net;214815486;959433957
926194;Hope Bowen;929081492;O;+;F;20-03-1957;2557 Nam St.;4226-815;Porto;Portugal;Duis@mattisvelitjusto.edu;233143615;966821983
138182;Wade Calhoun;258075398;B;+;M;26-07-1967;Ap #876-1024 Amet, Avenue;4139-222;Coimbra;Portugal;tincidunt.dui@nibhvulputate.co.uk;243579426;912174265
864049;Lila Hancock;399742067;AB;+;M;11-06-1972;P.O. Box 657, 6005 Parturient Street;4212-575;Braga;Portugal;vulputate@molestie.edu;274853486;922486814
165278;Lacy Prince;817839553;O;-;M;10-04-1976;6578 Ac Avenue;4985-297;Coimbra;Portugal;turpis.nec@vestibulummassa.com;264533948;988258284
199958;Nora Clements;747564948;B;-;F;11-08-1990;653-1132 Suspendisse St.;4485-713;Barcelos;Portugal;Mauris.vestibulum@elit.org;228578487;997712962
173524;Samson Maynard;184878417;B;+;M;23-10-1986;P.O. Box 947, 3831 Convallis Av.;4189-431;Porto;Portugal;purus@risusDonec.org;295613434;986135787
281528;Tana Sanchez;467880450;B;-;M;30-01-1976;9844 Orci Ave;4583-256;Porto;Portugal;Mauris.vel.turpis@tempor.net;298141439;999976665
115536;Martin Klein;118364366;B;+;M;18-05-1965;Ap #405-332 Euismod St.;4487-871;Braga;Portugal;mus.Aenean@velitegestas.net;297987586;956471771
179174;Daryl Wong;468585929;AB;-;M;03-01-1985;7502 Primis Rd.;4476-758;Guimarães;Portugal;egestas.Sed.pharetra@molestiedapibus.net;228476574;996212889
819920;Mary Snider;711411222;O;+;M;15-02-1960;P.O. Box 576, 9734 Lobortis Street;4772-748;Barcelos;Portugal;in.tempus@turpisnon.org;215193527;995713117
286922;Nolan Dudley;217320581;A;-;M;10-01-1973;Ap #548-4253 Sociis Rd.;4855-887;Porto;Portugal;lorem@vitaeerat.co.uk;267966193;944366429
913368;Cally Morris;754815328;AB;+;M;18-08-1979;P.O. Box 513, 6125 Convallis Avenue;4731-786;Braga;Portugal;pede.ac@nasceturridiculusmus.edu;214611927;958638356
456351;Blake Davidson;552830878;O;+;F;28-05-1971;944-1100 Dui Av.;4235-279;Barcelos;Portugal;Sed.nulla.ante@velit.com;294634741;931465866
668678;Brianna Malone;256298564;B;-;M;25-01-1981;P.O. Box 680, 4037 Cras Ave;4372-916;Porto;Portugal;nonummy@dictummiac.co.uk;247667529;924963748
757700;Rahim Suarez;368169990;AB;-;M;25-05-1961;Ap #350-3652 Sapien Road;4852-835;Braga;Portugal;nec.metus.facilisis@turpis.com;279691736;947344823
689678;Nerea Cunningham;571996974;O;+;F;14-07-1991;560-4711 Euismod Rd.;4114-817;Porto;Portugal;sed.pede.nec@purusgravidasagittis.ca;264859547;937968988
401700;Bianca Boyer;318684851;AB;+;M;16-10-1967;P.O. Box 342, 524 Nullam Road;4646-615;Braga;Portugal;faucibus.orci.luctus@NullaaliquetProin.org;273288992;956745411
602729;Uma Cote;228011714;O;-;F;02-06-1986;5966 Mi St.;4862-121;Guimarães;Portugal;Phasellus@Fuscedolor.ca;288617422;962941767
139680;Orla Whitehead;665561492;AB;-;F;29-11-1975;782 Quis St.;4739-455;Barcelos;Portugal;massa.Vestibulum@velfaucibusid.ca;264179364;946993346
505227;Jordan Mcclain;446693654;B;+;M;19-08-1955;4327 Integer Avenue;4298-765;Lisboa;Portugal;tellus.Suspendisse.sed@eu.net;237128828;972317725
793627;Bradley Hester;698844798;B;+;M;15-10-1986;305-3846 Integer Road;4284-859;Porto;Portugal;sed.libero.Proin@estNunc.com;267624525;919282884
821645;Jarrod Mcdaniel;285963920;A;-;M;30-07-1967;Ap #215-5698 Id, St.;4974-329;Coimbra;Portugal;ante.bibendum.ullamcorper@etrutrum.co.uk;254228367;923878284
265789;Ava Bennett;226021201;AB;+;F;28-06-1978;256-8707 Et Road;4736-961;Coimbra;Portugal;Lorem@magnisdisparturient.net;286727973;918288633
221015;Marny Shaffer;877857155;AB;+;F;10-04-1961;Ap #109-2924 At Rd.;4471-294;Barcelos;Portugal;ante.Vivamus@amet.org;246735792;947484845
399425;Tiger Coleman;504744849;AB;+;F;22-04-1958;Ap #765-9893 Ipsum. Street;4116-146;Braga;Portugal;non@ametconsectetuer.org;276986643;979641635
188634;Zeph Duran;992008536;B;+;F;13-06-1981;4575 Arcu. Road;4762-419;Coimbra;Portugal;vel.pede@posuerevulputate.net;249283933;946514683
558418;Micah Melton;861468218;AB;-;M;21-01-1992;200-5273 Sapien. St.;4295-166;Porto;Portugal;sodales.Mauris.blandit@sit.co.uk;248728215;968251296
699117;Cora Ross;222693136;AB;+;F;12-05-1965;P.O. Box 232, 1969 Nec St.;4453-117;Porto;Portugal;ante@ipsum.com;239493481;924654873
968309;Bethany Sampson;571827690;B;+;M;23-04-1962;Ap #743-9865 Semper, St.;4766-344;Coimbra;Portugal;tellus.justo.sit@mattis.ca;253815899;929954618
997222;Melyssa Clements;893636743;A;+;M;28-04-1964;Ap #367-5353 Cras St.;4489-248;Coimbra;Portugal;eget@dapibus.ca;293349382;913958914
454243;Adrienne Hopkins;444549762;A;-;F;22-06-1957;713-3705 Nullam Rd.;4438-256;Barcelos;Portugal;elit.pharetra.ut@neque.edu;252671154;987821868
766971;Rogan Mcneil;125035357;B;-;F;12-01-1956;649-6915 Tristique Ave;4494-139;Coimbra;Portugal;feugiat.nec.diam@luctusvulputate.org;299767281;921183852
941527;Margaret Clay;809383290;B;-;M;29-02-1988;9891 Nibh. Street;4635-232;Braga;Portugal;sociis.natoque@mauris.net;239739933;981348439
737407;Ishmael Knox;903990742;AB;+;M;27-11-1975;P.O. Box 839, 1103 Elit, Avenue;4354-782;Braga;Portugal;egestas.ligula@fringillapurusmauris.ca;254878787;911944814
195042;Rinah Mckay;902974748;B;+;M;05-09-1979;Ap #577-8733 Sed, St.;4213-564;Guimarães;Portugal;dictum.cursus@sit.edu;288987566;999937227
264323;Jocelyn Roberts;727250682;B;+;F;14-08-1987;243-5261 Neque. Rd.;4534-237;Braga;Portugal;ipsum.nunc@afelis.co.uk;279357832;916122583
402392;Daryl Herrera;438403074;AB;+;F;10-11-1967;P.O. Box 130, 7418 Adipiscing Av.;4153-785;Guimarães;Portugal;justo.Praesent.luctus@duiSuspendisse.com;255589586;912234691
933405;Ulla Cline;977646807;AB;-;F;02-08-1966;249 Et Street;4471-384;Porto;Portugal;magnis.dis@ultrices.ca;216775187;938933338
331510;Idola Blankenship;277561990;AB;-;F;25-04-1981;Ap #967-7806 Est Ave;4534-379;Barcelos;Portugal;in@interdumfeugiat.org;291572846;992399635
431247;Christopher Vazquez;705601958;B;+;M;21-09-1976;Ap #595-2283 Vulputate, Ave;4147-183;Guimarães;Portugal;id@anteblanditviverra.com;226785487;977852269
410408;Chandler Morgan;719094212;A;+;M;17-02-1989;P.O. Box 622, 8690 Integer Ave;4842-659;Lisboa;Portugal;fringilla@Proinnisl.edu;264135376;982238145
321402;Anne Marquez;579619518;O;+;F;09-07-1981;851-8800 Odio St.;4284-545;Braga;Portugal;eu.euismod@euismodurna.edu;265519992;975834252
624964;Keiko Rogers;130631987;O;-;F;17-08-1974;729-9058 Libero Av.;4718-386;Guimarães;Portugal;vitae.diam.Proin@enimsit.net;228613487;935531972
241137;Amanda Deleon;343419494;A;-;M;14-03-1988;P.O. Box 265, 4194 Convallis Av.;4782-157;Lisboa;Portugal;amet@ametanteVivamus.net;236263763;938683663
305102;Garrison Gross;516124979;A;+;F;11-03-1972;6444 Consectetuer St.;4486-277;Coimbra;Portugal;diam.Duis.mi@lobortis.ca;286219585;917796147
997157;Jael Beasley;109286740;A;-;F;24-11-1989;Ap #284-5333 Sed St.;4754-912;Porto;Portugal;adipiscing.elit.Etiam@dolor.edu;263557231;957595318
148846;Christen Anthony;274464840;O;-;M;21-05-1972;Ap #301-4181 Cras Rd.;4812-753;Braga;Portugal;nec.ante.Maecenas@Vestibulum.org;297493125;981124585
544596;Kameko Acevedo;945802050;B;+;F;29-03-1985;P.O. Box 265, 5109 Metus Rd.;4586-114;Guimarães;Portugal;Sed.dictum@arcuac.net;222628119;911351615
914038;Gage Hensley;582316616;A;-;M;29-05-1987;6518 Volutpat St.;4976-212;Porto;Portugal;magnis.dis@mi.ca;251731739;991972173
628332;Sage Burch;778739171;B;+;M;23-02-1990;588-8514 Sit Road;4624-232;Porto;Portugal;elementum.sem@Curabitur.com;247987319;982261547
125212;Yasir Lynn;103590276;A;+;F;15-09-1963;8090 Imperdiet Ave;4371-193;Guimarães;Portugal;tortor.at@placeratCrasdictum.net;236242272;996218954
235786;Knox Espinoza;504140635;B;+;F;18-04-1991;Ap #702-5699 Tellus. Av.;4573-934;Lisboa;Portugal;massa@eu.org;254675627;943427593
851133;Alfreda Acevedo;857680319;B;+;F;14-07-1962;Ap #669-7490 Erat Avenue;4626-938;Braga;Portugal;ante.bibendum@sollicitudin.net;234499724;977811574
243648;Salvador Rodgers;969763955;AB;+;F;27-12-1974;169-4554 Ante, Rd.;4923-843;Braga;Portugal;lobortis@utnisi.com;214655747;947448238
214374;Aurora Murphy;394038354;O;-;M;02-06-1965;Ap #834-7907 Leo. Street;4845-659;Guimarães;Portugal;dis@dictumeleifendnunc.ca;243471852;973737223
814369;Mira Wilcox;529576745;A;+;M;08-06-1984;411-466 Class Av.;4234-799;Barcelos;Portugal;eget.varius@metus.net;246388658;918223947
695787;Octavia Owens;680284460;A;-;F;06-07-1990;P.O. Box 799, 5573 Donec St.;4279-582;Guimarães;Portugal;eu.eleifend@nonsollicitudin.com;248964694;958543312
567137;Axel Frye;696385661;O;+;F;21-07-1956;213-6861 Eget St.;4584-751;Braga;Portugal;urna@Aliquameratvolutpat.co.uk;252934681;955624117
465716;Melissa Patel;903047462;AB;-;F;27-08-1985;4294 At Street;4734-216;Barcelos;Portugal;amet.faucibus@Nuncuterat.net;242189819;982313311
823416;Keelie Lee;697159229;O;+;F;06-06-1983;Ap #740-4532 Bibendum Rd.;4783-777;Coimbra;Portugal;Proin.velit.Sed@tortor.com;223865486;962539249
930144;Moses Bell;166865472;B;-;M;22-02-1970;1002 In, St.;4428-719;Guimarães;Portugal;molestie@liberoMorbiaccumsan.net;228517246;927356259
687121;Alexander Marsh;492057297;B;-;F;21-12-1965;553-3341 Vivamus Road;4121-286;Coimbra;Portugal;lorem.sit@adipiscing.org;223832818;972341637
113565;Alfonso Peters;648189035;O;+;M;22-10-1981;4802 Semper, Avenue;4454-123;Braga;Portugal;venenatis@dolorvitae.net;245553279;963914186
695717;Suki Scott;710488714;A;+;M;04-06-1974;515-2731 Id, Ave;4457-365;Lisboa;Portugal;tellus@mollisvitaeposuere.edu;212193489;949285331
466718;Cameran Rojas;563826538;B;-;F;22-07-1980;P.O. Box 283, 5107 Amet Ave;4266-437;Porto;Portugal;commodo.hendrerit.Donec@lorem.net;225186156;914685752
107225;Nigel Caldwell;959675803;O;-;F;20-08-1986;P.O. Box 174, 2207 Justo. Street;4352-999;Porto;Portugal;tincidunt.Donec@ullamcorper.edu;265327471;917436278
819538;Hector Strickland;292319902;AB;+;F;03-10-1974;P.O. Box 175, 3124 Augue Rd.;4532-711;Coimbra;Portugal;et.malesuada.fames@quamvel.ca;253741431;958443894
844966;Mufutau Rich;186152345;B;-;M;09-09-1982;188-4239 Suscipit St.;4452-416;Coimbra;Portugal;Curae.Donec.tincidunt@Nullamvelitdui.co.uk;288935397;984868186
874381;Harper Horton;489460295;A;-;M;21-07-1977;Ap #846-8977 Pellentesque Street;4849-199;Braga;Portugal;aliquam.enim.nec@blanditmattis.org;299653955;984994496
656279;Elizabeth Taylor;153335713;B;-;F;05-09-1956;Ap #784-4643 Lacus. Av.;4172-364;Coimbra;Portugal;ligula.eu.enim@sagittisfelisDonec.edu;219675477;983173627
843433;Ruth Byers;164120083;B;-;F;22-01-1966;P.O. Box 897, 3842 Sed Ave;4758-214;Guimarães;Portugal;at.libero@ametnullaDonec.edu;254325721;993454912
467025;Vernon Hurley;900916215;O;-;F;18-10-1987;P.O. Box 518, 7303 Lobortis Rd.;4551-995;Lisboa;Portugal;elementum@convallisligulaDonec.com;225665955;974422962
805100;Rafael Cummings;717575279;AB;+;F;04-07-1974;P.O. Box 232, 2625 Lorem Rd.;4487-227;Lisboa;Portugal;ipsum.Suspendisse@necligulaconsectetuer.co.uk;233611411;939595643
756264;Kaitlin Terry;498414251;B;+;F;30-01-1956;Ap #709-1117 Egestas. Rd.;4644-249;Braga;Portugal;laoreet.posuere@luctus.org;262629763;926966157
331911;Eleanor Saunders;687576072;A;+;F;17-07-1978;Ap #201-5594 Fermentum St.;4676-752;Porto;Portugal;nisi@non.ca;281758532;994671875
776374;Georgia Hahn;618503923;O;+;F;29-11-1966;Ap #160-7449 Et Rd.;4547-188;Barcelos;Portugal;lacus.Nulla.tincidunt@neque.net;254286583;977819893
277386;Harriet Bender;460677788;AB;-;M;09-02-1960;P.O. Box 778, 7342 Convallis, St.;4868-694;Coimbra;Portugal;nulla.at@dictum.net;293741339;911375345
138936;Reese Sexton;670946662;B;+;M;24-01-1978;6480 Nec Street;4994-742;Guimarães;Portugal;Curabitur@ametmetus.com;273668879;948833789
405614;Charlotte Delgado;991761568;B;+;F;18-03-1982;3613 Integer Rd.;4696-446;Barcelos;Portugal;Cras.eget@pedeet.com;233392339;966416647
149511;Renee Rojas;939168016;AB;+;F;10-09-1986;1373 Nec, St.;4228-539;Guimarães;Portugal;metus@temporestac.edu;262933869;988431325
457914;Mia Conway;355773623;O;-;F;06-07-1965;P.O. Box 444, 7757 Nunc Road;4116-661;Braga;Portugal;pretium.neque.Morbi@Maecenasiaculisaliquet.org;211414355;975223381
441500;Lynn Park;497134910;A;+;F;29-07-1957;P.O. Box 692, 8887 Aenean St.;4464-425;Barcelos;Portugal;sapien@Nullam.com;257656266;944835337
473738;Hilary Orr;107886619;O;+;M;15-09-1965;3739 Cursus Street;4559-557;Guimarães;Portugal;velit@vestibulumMaurismagna.org;228684637;986787237
941901;Nehru Shannon;532789643;AB;-;M;11-04-1992;7476 Hymenaeos. Road;4784-889;Porto;Portugal;ipsum.leo@malesuadamalesuada.com;288825135;985561574
720749;Deirdre Zamora;753809173;A;+;F;19-10-1988;956-4531 Sed Rd.;4446-455;Porto;Portugal;Quisque.fringilla.euismod@semeget.co.uk;286351167;997816469
560927;Keaton Hunt;628908790;O;-;M;30-12-1973;Ap #200-3833 Vestibulum St.;4956-387;Lisboa;Portugal;diam.lorem.auctor@necmollisvitae.org;291485324;927359752
373789;Allen Bush;844217143;AB;-;F;18-09-1967;Ap #210-965 Malesuada Road;4764-774;Lisboa;Portugal;molestie.dapibus@non.com;295836198;974831717
555824;Anika Conner;787996266;AB;+;F;15-07-1992;9732 Nulla Street;4188-374;Guimarães;Portugal;Vivamus.sit@Sedid.net;265342145;966649359
812945;Armand Kinney;935018294;A;+;M;26-10-1964;5020 Vel, Ave;4116-267;Coimbra;Portugal;dolor@maurisSuspendissealiquet.co.uk;237465449;941856741
752553;Nehru Preston;439687603;A;-;F;24-07-1992;Ap #522-3581 Porttitor St.;4638-355;Braga;Portugal;sit.amet@eu.org;234688521;991272659
762506;Cedric Gomez;517103347;O;-;F;15-02-1958;P.O. Box 414, 838 Sed Avenue;4973-921;Lisboa;Portugal;leo@variusNamporttitor.ca;262183299;963564575
101300;Hayden Owens;993893038;O;+;M;22-04-1978;Ap #810-7082 Donec Ave;4771-423;Porto;Portugal;tristique.ac@volutpat.org;241544289;983525526
788376;Erich Barron;632932547;O;-;M;06-08-1968;Ap #719-8756 Sit Street;4893-786;Coimbra;Portugal;in@sollicitudincommodoipsum.ca;266172327;923211713
677963;Kathleen Bradley;211003341;B;-;F;25-01-1975;396-6274 Morbi Rd.;4483-359;Braga;Portugal;Duis@at.net;252353438;914516231
271553;Gretchen Nelson;540259390;O;-;M;16-06-1961;4110 Duis St.;4866-373;Braga;Portugal;nisl@elitpharetraut.com;276339231;981315151
677716;Myra Ray;822590883;AB;-;M;23-07-1961;P.O. Box 133, 4466 Nec, Rd.;4288-471;Guimarães;Portugal;pellentesque@Sedeu.com;273717921;968289456
507847;Hedley Burch;764993454;O;-;M;04-01-1963;P.O. Box 821, 7359 Integer Rd.;4231-145;Braga;Portugal;eget@molestie.co.uk;225192446;972685266
110244;Dillon Knapp;540988814;A;-;F;11-03-1988;2984 Nibh. Road;4461-137;Porto;Portugal;Praesent@ipsumdolor.net;237196677;982384846
989851;Aidan Clay;819954927;A;+;F;18-06-1967;301-8264 Mattis. Street;4747-283;Lisboa;Portugal;malesuada.fames@egestas.org;271435827;959261366
838467;Blythe Jackson;599176010;A;-;M;20-02-1964;P.O. Box 838, 6767 Libero Rd.;4479-619;Barcelos;Portugal;gravida.sit@vulputateposuere.ca;249635485;984851287
341742;Chase Macias;795762651;A;-;F;13-12-1970;Ap #495-5432 Nec St.;4667-219;Coimbra;Portugal;sed@esttempor.net;223587485;922533392
241766;Tanisha Dyer;928154670;AB;+;F;21-07-1984;331-3187 Odio Ave;4664-971;Guimarães;Portugal;Sed@magnaPhasellusdolor.org;249185543;933264476
966143;Palmer Nixon;630613725;O;-;F;09-05-1990;P.O. Box 483, 4589 Sed Ave;4746-972;Guimarães;Portugal;ultrices.mauris@fringillaestMauris.net;292412813;988852791
818401;Jesse Hendrix;970493827;A;-;F;28-04-1966;P.O. Box 604, 1454 Nec Road;4992-958;Coimbra;Portugal;neque.Nullam.ut@placerat.org;218466229;945569466
289795;Galvin Booker;118941240;B;+;M;22-04-1970;137-4162 Duis Rd.;4223-677;Guimarães;Portugal;lacus.varius@quamdignissim.ca;267554771;966673792
116635;Colt Irwin;121929418;AB;-;F;12-02-1960;3673 Non Ave;4148-768;Lisboa;Portugal;molestie.tortor.nibh@Sednulla.net;276729768;983982235
862310;Eden Atkinson;299051391;AB;-;F;23-09-1984;660-9749 Cras Street;4814-991;Barcelos;Portugal;tortor.nibh.sit@accumsanneque.net;262564328;943273258
792539;Jada Christensen;865256966;O;+;M;14-12-1993;8082 Eget Avenue;4526-172;Braga;Portugal;In@ultrices.ca;219529348;974575638
858962;Mona Pennington;370892611;A;-;F;26-11-1985;P.O. Box 481, 5774 Ligula St.;4944-689;Guimarães;Portugal;In@egestasadui.net;235473389;934313218
428737;Ima Rivers;608998269;B;+;F;01-10-1981;2015 Feugiat. Rd.;4858-326;Lisboa;Portugal;magna.malesuada.vel@eros.edu;288291143;922552171
851182;Carl Ross;272723493;AB;-;F;07-02-1962;944-291 Orci. St.;4466-245;Coimbra;Portugal;elit@Integer.org;264127752;975755633
840229;Zenia Miller;750683628;A;-;M;15-01-1973;Ap #285-134 Facilisis Street;4627-775;Braga;Portugal;sapien.Cras@pedeacurna.co.uk;231354755;925244685
482712;Tobias Moody;202999711;A;+;M;08-11-1961;P.O. Box 510, 8047 Eros. Street;4715-646;Porto;Portugal;malesuada.ut@sitametconsectetuer.com;269255225;978384612
317717;Melodie Salas;174555296;AB;-;M;04-04-1976;P.O. Box 574, 1601 Vitae Rd.;4133-521;Braga;Portugal;ipsum.dolor.sit@dictumplacerat.co.uk;234197318;947443283
805694;Amber Merrill;297575476;O;+;F;01-08-1982;P.O. Box 170, 2586 Et Road;4449-353;Braga;Portugal;Cras.dictum.ultricies@nasceturridiculus.com;232142388;928813581
149942;Joan Fulton;275353441;O;-;F;29-01-1985;P.O. Box 127, 9318 Dis Ave;4646-435;Braga;Portugal;pellentesque@luctuslobortisClass.co.uk;288213546;986997166
403742;Summer Huffman;336967081;B;-;M;22-08-1989;6051 Nonummy Street;4983-842;Guimarães;Portugal;posuere.vulputate.lacus@velitQuisquevarius.ca;228269727;967182448
391151;Isabella Klein;167302714;B;+;M;18-06-1957;P.O. Box 922, 5949 Imperdiet Avenue;4234-536;Coimbra;Portugal;venenatis.a@nunc.org;233886429;986153786
421663;Gwendolyn Stephens;840301323;O;-;M;12-01-1990;P.O. Box 917, 3080 Venenatis Avenue;4685-351;Barcelos;Portugal;ultrices.Duis@eget.edu;296266145;979751685
533419;Xaviera Manning;757567713;A;-;F;20-02-1955;592-6303 Pede. Avenue;4476-787;Guimarães;Portugal;Aliquam@Duisrisus.com;286327346;974462537
118975;Nathaniel Hines;882671574;O;-;F;31-03-1984;Ap #865-6021 A Rd.;4544-248;Lisboa;Portugal;Maecenas@neque.edu;243234998;987255468
502092;Travis Young;180212563;B;-;F;25-05-1960;648-2134 Ipsum St.;4715-424;Porto;Portugal;vulputate.risus.a@nequepellentesque.org;255496589;945859931
861574;Austin Ruiz;186523038;B;-;M;13-01-1979;Ap #351-1486 Non Av.;4346-271;Guimarães;Portugal;consectetuer@Pellentesquetincidunt.co.uk;291518863;974274323
551670;Edward Dunn;357225097;B;+;F;14-03-1971;2755 Praesent Avenue;4156-458;Lisboa;Portugal;orci.Phasellus@malesuada.com;258381613;995515258
247436;Troy Burnett;568837366;A;-;M;09-03-1955;3521 Purus. Road;4542-942;Coimbra;Portugal;eleifend.nunc@tellusloremeu.com;292199948;947815171
658062;Drake Monroe;700480351;A;-;M;07-06-1984;Ap #523-1316 Augue Road;4718-731;Lisboa;Portugal;dis@variusultricesmauris.org;229774846;926345359
258628;Tashya Dudley;975408713;B;-;F;03-12-1960;2738 Bibendum St.;4665-269;Braga;Portugal;eleifend.vitae.erat@Inlorem.ca;293676768;973913251
959546;Hannah Cooley;170047385;B;+;M;27-01-1963;9277 Dictum Street;4442-217;Coimbra;Portugal;mauris.rhoncus.id@nunc.ca;285141162;928265951
878813;Martin Glass;992231802;A;-;M;29-05-1976;P.O. Box 552, 844 Massa Rd.;4229-348;Lisboa;Portugal;placerat@mauris.net;277457246;926211428
505898;Daria Justice;394104289;O;+;F;14-08-1964;P.O. Box 417, 6144 Nunc Rd.;4936-523;Porto;Portugal;eu.metus@cursusdiam.co.uk;284459752;931378589
171336;Stacy Huber;883856000;B;+;M;21-07-1971;P.O. Box 524, 4643 Neque St.;4874-615;Coimbra;Portugal;est@vestibulum.co.uk;268314837;926599239
650063;Emma Villarreal;356849342;O;-;F;02-01-1987;Ap #988-8887 Elit Road;4126-925;Porto;Portugal;cursus.et.magna@sagittis.com;222953174;987762814
678043;Mira Blake;296985285;O;+;M;30-10-1963;P.O. Box 917, 7647 Donec Ave;4196-946;Guimarães;Portugal;dignissim.Maecenas@magnaSuspendissetristique.com;289956247;942791669
651694;Colt Lucas;180401640;A;+;M;31-07-1989;P.O. Box 737, 6970 Vestibulum Road;4395-373;Porto;Portugal;mattis.Integer@tellusimperdiet.edu;258629263;953931992
523749;Aretha Sears;180671967;B;-;F;26-11-1978;P.O. Box 409, 6320 Rutrum Road;4129-146;Porto;Portugal;luctus@magna.com;239781726;974852133
543231;Jessamine Moss;977182814;A;-;F;29-03-1955;5774 Tincidunt, St.;4676-111;Lisboa;Portugal;elit@tristique.net;278281823;918462877
917174;Zephr Richards;810962464;O;+;M;07-06-1991;P.O. Box 657, 1136 Sociis St.;4394-848;Guimarães;Portugal;Integer.mollis.Integer@convallisantelectus.edu;233818342;981633577
582173;Robin Heath;973746502;O;+;M;23-07-1973;9758 Interdum Rd.;4464-717;Porto;Portugal;ipsum@InfaucibusMorbi.ca;218959197;999188464
933323;Acton Ratliff;933713464;B;-;F;27-06-1980;P.O. Box 931, 318 Mauris Rd.;4192-229;Lisboa;Portugal;nunc@leoMorbi.com;226326512;967148449
378198;Jasper Vinson;672182128;A;+;F;07-05-1991;554 Lectus Rd.;4538-439;Lisboa;Portugal;convallis@leoin.net;271784696;931186614
292879;Paul Ellison;319978139;B;-;F;01-12-1980;Ap #883-1238 Scelerisque Avenue;4573-684;Coimbra;Portugal;convallis.erat.eget@Nullafacilisis.co.uk;255942494;931557722
793653;Willow Puckett;869728384;O;+;M;22-01-1957;P.O. Box 660, 8426 Blandit Road;4446-287;Coimbra;Portugal;ornare@et.com;293974698;969813346
182218;Irene Pennington;291625643;AB;+;M;02-01-1992;Ap #323-9784 Cubilia Avenue;4528-967;Lisboa;Portugal;amet.metus.Aliquam@duiin.com;295873542;924737829
421889;Lavinia Hawkins;685184384;O;-;M;08-03-1987;P.O. Box 673, 4586 Turpis Av.;4845-654;Guimarães;Portugal;Vivamus.euismod@Sed.org;212863449;923516565
454713;Shannon Fuller;715561238;B;+;M;11-08-1982;350 Lacus. Avenue;4747-144;Guimarães;Portugal;magna.Nam@tellusPhaselluselit.net;271441643;911715712
635085;Quinlan Craig;370911520;O;-;M;13-06-1964;7318 Enim. St.;4757-463;Coimbra;Portugal;quam.elementum.at@vehicula.co.uk;282292648;946759825
793726;Ross Rosario;216384078;B;+;F;05-01-1971;4747 Interdum Rd.;4556-134;Lisboa;Portugal;at@vitaealiquam.ca;221574391;998761547
172801;Valentine Young;822435972;O;-;M;03-12-1972;108 Felis St.;4123-969;Porto;Portugal;lectus.ante@odiosagittis.net;254369137;939844144
716796;Frances Francis;238538795;AB;-;M;25-05-1986;Ap #523-8463 Placerat Ave;4562-846;Guimarães;Portugal;non.massa@risusMorbimetus.net;291375653;948315875
400231;Dacey Hayden;560972859;B;-;F;16-04-1957;496 Magnis St.;4858-748;Porto;Portugal;Mauris@id.edu;269937969;927546266
314839;Carlos Weiss;988718317;AB;-;M;22-04-1985;Ap #165-6961 Nisi St.;4476-789;Porto;Portugal;vitae.orci@cursus.net;212581861;985615255
